AuthoritativeLabel,Predicate,Subject ARK,Sample Object,Object Counts
"Orellana, Juaquin",dams:personalName,http://library.ucsd.edu/ark:/20775/bb48479358,http://library.ucsd.edu/dc/object/bb83972294,1
"Rimsky-Korsakov, Nikolay",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2595355z,http://library.ucsd.edu/dc/object/bb7749652r,11
"Schwartz, Elliott",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1298417d,http://library.ucsd.edu/dc/object/bb0718266s,11
"Martin, Frank",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1707979g,http://library.ucsd.edu/dc/object/bb77496606,5
"Skempton, Howard",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0411038j,http://library.ucsd.edu/dc/object/bb3892068r,2
"Lancen, S.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0035606s,http://library.ucsd.edu/dc/object/bb4881776v,1
"Telemann, Georg Philipp",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8738759b,http://library.ucsd.edu/dc/object/bb52581697,74
"Bottesini, Giovanni",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7441817z,http://library.ucsd.edu/dc/object/bb40633907,11
"Schumann, Robert",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6144875q,http://library.ucsd.edu/dc/object/bb2084081g,122
"Monti, W.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4847934r,http://library.ucsd.edu/dc/object/bb4813517r,1
"Tartini, Giuseppe",dams:personalName,http://library.ucsd.edu/ark:/20775/bb35509959,http://library.ucsd.edu/dc/object/bb56335970,10
"Villa-Lobos, Heitor",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2254057p,http://library.ucsd.edu/dc/object/bb2254742r,50
"Mertz, Johann Kaspar",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0991246n,http://library.ucsd.edu/dc/object/bb1572133r,13
"Braun, Gunter",dams:personalName,http://library.ucsd.edu/ark:/20775/bb96943992,http://library.ucsd.edu/dc/object/bb7748696b,1
"Llobet, Miguel",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8397458z,http://library.ucsd.edu/dc/object/bb9045638f,1
"Lauro, Antonio",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7100515m,http://library.ucsd.edu/dc/object/bb8568174g,16
"Steele, Jan",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7817247f,http://library.ucsd.edu/dc/object/bb7066156p,1
"Handel, George Frideric",dams:personalName,http://library.ucsd.edu/ark:/20775/bb58035741,http://library.ucsd.edu/dc/object/bb40294936,163
"Breton, Tomas",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4506635z,http://library.ucsd.edu/dc/object/bb3482444r,1
"Schubert, Franz",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1946886r,http://library.ucsd.edu/dc/object/bb50192628,138
"Mozart, Wolfgang Amadeus",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0649947p,http://library.ucsd.edu/dc/object/bb8534652x,462
"Vivaldi, Antonio",dams:personalName,http://library.ucsd.edu/ark:/20775/bb32096989,http://library.ucsd.edu/dc/object/bb4097750w,87
"Stravinsky, Igor",dams:personalName,http://library.ucsd.edu/ark:/20775/bb93530966,http://library.ucsd.edu/dc/object/bb92855213,123
"Cui, Cesar",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8056154k,http://library.ucsd.edu/dc/object/bb2766681n,19
"Bach, Johann Christian",dams:personalName,http://library.ucsd.edu/ark:/20775/bb67592144,http://library.ucsd.edu/dc/object/bb27325420,21
"Milhaud, Darius",dams:personalName,http://library.ucsd.edu/ark:/20775/bb54622766,http://library.ucsd.edu/dc/object/bb8705077r,14
"Rodgers, Richard",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4165338n,http://library.ucsd.edu/dc/object/bb7749663r,6
"Nelson, Oliver",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6554435r,http://library.ucsd.edu/dc/object/bb77828905,1
"Parker, Charlie",dams:personalName,http://library.ucsd.edu/ark:/20775/bb29025254,http://library.ucsd.edu/dc/object/bb7169216s,11
"Kenton, Stan",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1605588g,http://library.ucsd.edu/dc/object/bb8772595b,1
"Newton, James",dams:personalName,http://library.ucsd.edu/ark:/20775/bb52574962,http://library.ucsd.edu/dc/object/bb89774766,6
"Monk, Thelonious",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0308646v,http://library.ucsd.edu/dc/object/bb31762401,20
"Ellington, Duke",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9011795f,http://library.ucsd.edu/dc/object/bb1162551q,27
"Tromboncino, Bartolomeo",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6417916x,http://library.ucsd.edu/dc/object/bb73732679,1
"Nanino, Giovanni",dams:personalName,http://library.ucsd.edu/ark:/20775/bb51551045,http://library.ucsd.edu/dc/object/bb5325827c,2
"Monteverdi, Claudio",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7714854g,http://library.ucsd.edu/dc/object/bb2357120n,47
Josquin des Prez,dams:personalName,http://library.ucsd.edu/ark:/20775/bb38581664,http://library.ucsd.edu/dc/object/bb7442485x,29
"Mathews, Peter",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2561229b,http://library.ucsd.edu/dc/object/bb12639979,1
"Touch, Leon",dams:personalName,http://library.ucsd.edu/ark:/20775/bb12642873,http://library.ucsd.edu/dc/object/bb12981282,1
"Davis, Katherine K.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb73735575,http://library.ucsd.edu/dc/object/bb9352807j,1
"Charpentier, Marc Antoine",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9967435p,http://library.ucsd.edu/dc/object/bb4541208q,2
"Coweley, John",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8670495q,http://library.ucsd.edu/dc/object/bb9352807j,1
"Gastoldi, Giovanni",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6110744h,http://library.ucsd.edu/dc/object/bb1503262w,3
"Gooch, Warren Peter",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4813807m,http://library.ucsd.edu/dc/object/bb4847644w,1
"Curnow, Jim",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2219927t,http://library.ucsd.edu/dc/object/bb34828295,5
"Vaughan Williams, Ralph",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3516868x,http://library.ucsd.edu/dc/object/bb9797449p,50
"Chance, John Barnes",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0922985z,http://library.ucsd.edu/dc/object/bb6077252j,8
"Reed, Alfred",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9626135c,http://library.ucsd.edu/dc/object/bb4473050q,4
"Grainger, Percy",dams:personalName,http://library.ucsd.edu/ark:/20775/bb70663840,http://library.ucsd.edu/dc/object/bb3005598h,18
"Reed, H. Owen",dams:personalName,http://library.ucsd.edu/ark:/20775/bb83291976,http://library.ucsd.edu/dc/object/bb04116942,3
"Brisk, Barry",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3960558w,http://library.ucsd.edu/dc/object/bb30046882,1
"Bach, Wilhelm Friedemann",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5769446k,http://library.ucsd.edu/dc/object/bb5053265v,6
"Bach, Carl Philipp Emanuel",dams:personalName,http://library.ucsd.edu/ark:/20775/bb44725088,http://library.ucsd.edu/dc/object/bb6930316t,26
"Lanza, Alcides",dams:personalName,http://library.ucsd.edu/ark:/20775/bb31755661,http://library.ucsd.edu/dc/object/bb7100580d,4
"Ligeti, Gyorgy",dams:personalName,http://library.ucsd.edu/ark:/20775/bb18786252,http://library.ucsd.edu/dc/object/bb7886180j,30
"Varese, Edgard",dams:personalName,http://library.ucsd.edu/ark:/20775/bb05816853,http://library.ucsd.edu/dc/object/bb4370789c,32
"Benda, Franz",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8022025d,http://library.ucsd.edu/dc/object/bb75780455,1
"Durufle, Maurice",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2663620n,http://library.ucsd.edu/dc/object/bb79201867,8
"Webern, Anton",dams:personalName,http://library.ucsd.edu/ark:/20775/bb92848384,http://library.ucsd.edu/dc/object/bb6111424m,74
"Rameau, Jean-Philippe",dams:personalName,http://library.ucsd.edu/ark:/20775/bb13666783,http://library.ucsd.edu/dc/object/bb2254147n,9
"Sukra, Pak",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3550997b,http://library.ucsd.edu/dc/object/bb0991018b,1
"Boccherini, Luigi",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6725088w,http://library.ucsd.edu/dc/object/bb3619925g,20
"Dragonetti, Domenico",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4131207f,http://library.ucsd.edu/dc/object/bb0650615h,8
"Corelli, Archangelo",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5428149t,http://library.ucsd.edu/dc/object/bb4267804j,3
"Banks, Don",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1537325r,http://library.ucsd.edu/dc/object/bb30728857,3
"Bresnick, Martin",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2834265b,http://library.ucsd.edu/dc/object/bb1196117w,2
"Blumberg, Stephen",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0240387t,http://library.ucsd.edu/dc/object/bb87388326,16
"Dvorak, Antonin",dams:personalName,http://library.ucsd.edu/ark:/20775/bb89776653,http://library.ucsd.edu/dc/object/bb7579010j,45
"Heiden, Bernard",dams:personalName,http://library.ucsd.edu/ark:/20775/bb76807289,http://library.ucsd.edu/dc/object/bb5973938z,1
"Frescobaldi, Girolamo",dams:personalName,http://library.ucsd.edu/ark:/20775/bb63837883,http://library.ucsd.edu/dc/object/bb5735954g,23
"Luzzaschi, Luzzasco",dams:personalName,http://library.ucsd.edu/ark:/20775/bb50868470,http://library.ucsd.edu/dc/object/bb4507270x,13
"Gershwin, George",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3789905h,http://library.ucsd.edu/dc/object/bb34834136,45
"Takasugi, Steven",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2492965j,http://library.ucsd.edu/dc/object/bb5121640g,13
"Glor, Gordon",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1196028f,http://library.ucsd.edu/dc/object/bb8534037v,6
"Thompson, Leif",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9933306h,http://library.ucsd.edu/dc/object/bb2254118q,3
"Ronell, Ann",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8636368b,http://library.ucsd.edu/dc/object/bb0274224q,1
"Hodkinson, Sydney",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6042486r,http://library.ucsd.edu/dc/object/bb6417625j,1
"Kurtz, Eugene",dams:personalName,http://library.ucsd.edu/ark:/20775/bb73394298,http://library.ucsd.edu/dc/object/bb7680437x,5
"Partch, Harry",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2288186v,http://library.ucsd.edu/dc/object/bb8260745w,18
"Hawkins, Edwin",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4745545s,http://library.ucsd.edu/dc/object/bb4028526d,8
"Yenjun, Hua",dams:personalName,http://library.ucsd.edu/ark:/20775/bb00697370,http://library.ucsd.edu/dc/object/bb38238086,1
"Cleveland, James",dams:personalName,http://library.ucsd.edu/ark:/20775/bb34486056,http://library.ucsd.edu/dc/object/bb82947775,2
"Tienhua, Liu",dams:personalName,http://library.ucsd.edu/ark:/20775/bb87728877,http://library.ucsd.edu/dc/object/bb1229925v,1
"Cooley, Chris",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2151668s,http://library.ucsd.edu/dc/object/bb38240949,3
"Spradley, Geoff",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0888855g,http://library.ucsd.edu/dc/object/bb5700958b,4
"Kohn, Karl",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9592008p,http://library.ucsd.edu/dc/object/bb44040552,3
"Klein, Joseph",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8295068g,http://library.ucsd.edu/dc/object/bb6656886n,18
"Yates, Peter",dams:personalName,http://library.ucsd.edu/ark:/20775/bb44042460,http://library.ucsd.edu/dc/object/bb37558388,2
"Reich, Steve",dams:personalName,http://library.ucsd.edu/ark:/20775/bb69981260,http://library.ucsd.edu/dc/object/bb2903196n,41
"Leon, Bayani de",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0991248p,http://library.ucsd.edu/dc/object/bb8055926b,1
"Elgart, Matthew",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5701184j,http://library.ucsd.edu/dc/object/bb37558388,2
"Smetana, Bedrich",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3107308f,http://library.ucsd.edu/dc/object/bb8909480r,4
"Isaac, Heinrich",dams:personalName,http://library.ucsd.edu/ark:/20775/bb05475597,http://library.ucsd.edu/dc/object/bb3278023w,4
"Arcadelt, Jacob",dams:personalName,http://library.ucsd.edu/ark:/20775/bb18444968,http://library.ucsd.edu/dc/object/bb63155959,2
"Goudimel, Claude",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9250707x,http://library.ucsd.edu/dc/object/bb7168484m,1
"Parker, Jim",dams:personalName,http://library.ucsd.edu/ark:/20775/bb53598851,http://library.ucsd.edu/dc/object/bb1025085c,1
"Gombert, Nicolas",dams:personalName,http://library.ucsd.edu/ark:/20775/bb40629487,http://library.ucsd.edu/dc/object/bb2322025k,1
"Lasso, Orlando di",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7953765t,http://library.ucsd.edu/dc/object/bb03775585,16
"Sandrin, Pierre",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6656824q,http://library.ucsd.edu/dc/object/bb97282350,1
"Takemitsu, Toru",dams:personalName,http://library.ucsd.edu/ark:/20775/bb28001365,http://library.ucsd.edu/dc/object/bb8432262f,59
"Miyoshi, Akira",dams:personalName,http://library.ucsd.edu/ark:/20775/bb15031980,http://library.ucsd.edu/dc/object/bb64521226,3
"Yun, Isang",dams:personalName,http://library.ucsd.edu/ark:/20775/bb89094060,http://library.ucsd.edu/dc/object/bb7579003m,7
"Yuasa, Joji",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0206258d,http://library.ucsd.edu/dc/object/bb01727903,62
"Seiber, Matyas",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7612465h,http://library.ucsd.edu/dc/object/bb8909115m,2
"Neilsen, Carl",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6315526f,http://library.ucsd.edu/dc/object/bb94555513,7
"Farkas, Ferenc",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5052714r,http://library.ucsd.edu/dc/object/bb6315236k,1
"Steinke, Greg",dams:personalName,http://library.ucsd.edu/ark:/20775/bb37557777,http://library.ucsd.edu/dc/object/bb3345925x,1
"Koechlin, Charles",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2458839p,http://library.ucsd.edu/dc/object/bb10933485,2
"LaBerge, Ann",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1161897p,http://library.ucsd.edu/dc/object/bb2390286q,1
"Berlioz, Hector",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9865046q,http://library.ucsd.edu/dc/object/bb7579001k,27
"Janacek, Leos",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8568105m,http://library.ucsd.edu/dc/object/bb3073841n,9
"Constant, Marius",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7271167p,http://library.ucsd.edu/dc/object/bb4335694c,1
"Mahler, Gustav",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6008354s,http://library.ucsd.edu/dc/object/bb3756448c,46
"Reznicek, Emil Nikolaus von",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4711416m,http://library.ucsd.edu/dc/object/bb7236745x,1
"Tackett, James M.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7510076j,http://library.ucsd.edu/dc/object/bb7270938x,1
"Vitali, Tomaso",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3414479z,http://library.ucsd.edu/dc/object/bb54970661,14
"Saint-Saens, Camille",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2117537b,http://library.ucsd.edu/dc/object/bb43366629,53
"Erickson, Robert",dams:personalName,http://library.ucsd.edu/ark:/20775/bb08205960,http://library.ucsd.edu/dc/object/bb92513908,117
"Dittersdorf, Karl Ditters von",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9523745z,http://library.ucsd.edu/dc/object/bb6281475j,3
"Tailleferre, Germaine",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8226806w,http://library.ucsd.edu/dc/object/bb48135167,2
"Kuhlau, Friedrich",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5667057m,http://library.ucsd.edu/dc/object/bb9285490h,6
"Faure, Gabriel",dams:personalName,http://library.ucsd.edu/ark:/20775/bb69639957,http://library.ucsd.edu/dc/object/bb0787140h,54
"Sutton, Doug",dams:personalName,http://library.ucsd.edu/ark:/20775/bb62131380,http://library.ucsd.edu/dc/object/bb24586105,1
"Yin, Gan-wei",dams:personalName,http://library.ucsd.edu/ark:/20775/bb43701178,http://library.ucsd.edu/dc/object/bb6622757g,8
"Doering, Mark",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3073176j,http://library.ucsd.edu/dc/object/bb5461985w,1
"Feldman, Morton",dams:personalName,http://library.ucsd.edu/ark:/20775/bb17762342,http://library.ucsd.edu/dc/object/bb01045373,63
"Mangon, Johannes",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0479294v,http://library.ucsd.edu/dc/object/bb8397167k,1
Greyson,dams:personalName,http://library.ucsd.edu/ark:/20775/bb6622698g,http://library.ucsd.edu/dc/object/bb58032845,1
"Croce, Giovanni",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9182446m,http://library.ucsd.edu/dc/object/bb09571842,3
"Hassler, Hans Leo",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7919635w,http://library.ucsd.edu/dc/object/bb9728590n,6
"Banchieri, Adriano",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5325759d,http://library.ucsd.edu/dc/object/bb3755485b,1
"Rutter, John",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4028817s,http://library.ucsd.edu/dc/object/bb77490501,5
"Giovannelli, Ruggiero",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1434935b,http://library.ucsd.edu/dc/object/bb1502906s,1
"Weelkes, Thomas",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2731875x,http://library.ucsd.edu/dc/object/bb8158613j,4
"Fasch, Johann Friedrich",dams:personalName,http://library.ucsd.edu/ark:/20775/bb01379975,http://library.ucsd.edu/dc/object/bb2799844j,1
"Goosens, Eugen",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8875275m,http://library.ucsd.edu/dc/object/bb4062657v,1
"Coperario, John",dams:personalName,http://library.ucsd.edu/ark:/20775/bb62813994,http://library.ucsd.edu/dc/object/bb6520113m,6
"Holborne, Anthony",dams:personalName,http://library.ucsd.edu/ark:/20775/bb75783372,http://library.ucsd.edu/dc/object/bb00695420,4
"Hibbard, William",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4916199f,http://library.ucsd.edu/dc/object/bb77831862,3
"Ginastera, Alberto",dams:personalName,http://library.ucsd.edu/ark:/20775/bb49844564,http://library.ucsd.edu/dc/object/bb5872501b,18
"Schmitt, Florent",dams:personalName,http://library.ucsd.edu/ark:/20775/bb36875151,http://library.ucsd.edu/dc/object/bb72371004,2
"Wilbye, John",dams:personalName,http://library.ucsd.edu/ark:/20775/bb23905752,http://library.ucsd.edu/dc/object/bb6622761v,4
"Rore, Cipriano de",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1093637h,http://library.ucsd.edu/dc/object/bb4130915m,1
"Boismortier, Joseph",dams:personalName,http://library.ucsd.edu/ark:/20775/bb98309142,http://library.ucsd.edu/dc/object/bb3243901q,6
"Clerambault, Louis-Nicolas",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8533977d,http://library.ucsd.edu/dc/object/bb62820734,5
"Roussel, Albert",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7237037r,http://library.ucsd.edu/dc/object/bb6247709j,7
"Persichetti, Vincent",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5940096d,http://library.ucsd.edu/dc/object/bb4370751s,23
"Bernstein, Leonard",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4643154s,http://library.ucsd.edu/dc/object/bb2425376f,32
"Xenakis, Iannis",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3619260p,http://library.ucsd.edu/dc/object/bb1845180r,75
"Hanson, Howard",dams:personalName,http://library.ucsd.edu/ark:/20775/bb33462146,http://library.ucsd.edu/dc/object/bb8772596v,1
"Copland, Aaron",dams:personalName,http://library.ucsd.edu/ark:/20775/bb20492761,http://library.ucsd.edu/dc/object/bb22888572,45
"Clarke, Herbert L.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb07864650,http://library.ucsd.edu/dc/object/bb52230792,2
"Revueltas, Silvestre",dams:personalName,http://library.ucsd.edu/ark:/20775/bb94896181,http://library.ucsd.edu/dc/object/bb42001403,12
"Satie, Erik",dams:personalName,http://library.ucsd.edu/ark:/20775/bb81926782,http://library.ucsd.edu/dc/object/bb82274380,19
"Respighi, Ottorino",dams:personalName,http://library.ucsd.edu/ark:/20775/bb68957352,http://library.ucsd.edu/dc/object/bb0479962h,13
"Bidlack, Rick",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9694400h,http://library.ucsd.edu/dc/object/bb77149182,4
"Lutoslawski, Witold",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5598794b,http://library.ucsd.edu/dc/object/bb71011801,7
"Regondi, Giulio",dams:personalName,http://library.ucsd.edu/ark:/20775/bb43018552,http://library.ucsd.edu/dc/object/bb4881777c,2
"Ayala, Hector",dams:personalName,http://library.ucsd.edu/ark:/20775/bb30049181,http://library.ucsd.edu/dc/object/bb5496114m,1
"Albeniz, Isaac",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1742106d,http://library.ucsd.edu/dc/object/bb5667706t,17
"Brindle, Reginald Smith",dams:personalName,http://library.ucsd.edu/ark:/20775/bb04451687,http://library.ucsd.edu/dc/object/bb1435482c,6
"Falla, Manuel de",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7851375b,http://library.ucsd.edu/dc/object/bb89783388,31
"Henze, Hans Werner",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9148318q,http://library.ucsd.edu/dc/object/bb7305732p,9
"Rodrigo, Joaquin",dams:personalName,http://library.ucsd.edu/ark:/20775/bb65544347,http://library.ucsd.edu/dc/object/bb9183115q,36
"Jimenez, Jeronimo",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5257495j,http://library.ucsd.edu/dc/object/bb3209409k,2
"Massenet, Jules",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2322317g,http://library.ucsd.edu/dc/object/bb8739433b,12
"Wolpe, Stefan",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3960557c,http://library.ucsd.edu/dc/object/bb3381016s,19
"Argento, Dominick",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2697744x,http://library.ucsd.edu/dc/object/bb5565105f,7
"Trimble, Lester",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1400807p,http://library.ucsd.edu/dc/object/bb00011874,2
"Sondheim, Stephen",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0103866z,http://library.ucsd.edu/dc/object/bb9592081x,2
"Puccini, Giacomo",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8807016h,http://library.ucsd.edu/dc/object/bb30738514,25
"Berio, Luciano",dams:personalName,http://library.ucsd.edu/ark:/20775/bb75100751,http://library.ucsd.edu/dc/object/bb56336120,81
"Mueller, Peter",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6213137g,http://library.ucsd.edu/dc/object/bb05476234,6
"MacQueen, Mary",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1025376r,http://library.ucsd.edu/dc/object/bb7919407k,1
"Stevens, John",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4950324d,http://library.ucsd.edu/dc/object/bb1947537x,18
"Clayton, Laura",dams:personalName,http://library.ucsd.edu/ark:/20775/bb23564496,http://library.ucsd.edu/dc/object/bb3994392m,1
"Galante, Steven",dams:personalName,http://library.ucsd.edu/ark:/20775/bb36533867,http://library.ucsd.edu/dc/object/bb4745607b,4
"Larsen, Elizabeth",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8465716q,http://library.ucsd.edu/dc/object/bb8943311g,2
"Bolcom, William",dams:personalName,http://library.ucsd.edu/ark:/20775/bb10595083,http://library.ucsd.edu/dc/object/bb4746233b,7
"Rogers, Rodney",dams:personalName,http://library.ucsd.edu/ark:/20775/bb97626569,http://library.ucsd.edu/dc/object/bb49845196,2
"Karpman, Laura",dams:personalName,http://library.ucsd.edu/ark:/20775/bb84657156,http://library.ucsd.edu/dc/object/bb5632636m,1
"Caravan, Ronald",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7168776h,http://library.ucsd.edu/dc/object/bb59056734,1
"Dowland, John",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4609026w,http://library.ucsd.edu/dc/object/bb31420829,45
"Gluck, Christoph Willibald",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3312088z,http://library.ucsd.edu/dc/object/bb5974883r,4
"Marenzio, Luca",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5905964h,http://library.ucsd.edu/dc/object/bb0582353p,11
"Montague, Stephen",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9728527w,http://library.ucsd.edu/dc/object/bb2458611p,1
"Prokofiev, Sergey",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2015148c,http://library.ucsd.edu/dc/object/bb1435601w,38
"Kraintz, Ken",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0718206w,http://library.ucsd.edu/dc/object/bb34141872,1
"Freed, Allen",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8124417x,http://library.ucsd.edu/dc/object/bb2117245f,1
"Fugua, Harvey",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9421355g,http://library.ucsd.edu/dc/object/bb2117245f,1
"Kodaly, Zoltan",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6861605c,http://library.ucsd.edu/dc/object/bb1162555s,13
"Proto, Frank",dams:personalName,http://library.ucsd.edu/ark:/20775/bb55646676,http://library.ucsd.edu/dc/object/bb3449026d,8
"Gibson, Robert",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4267729n,http://library.ucsd.edu/dc/object/bb3107016j,1
"Walker, Gyweneth",dams:personalName,http://library.ucsd.edu/ark:/20775/bb71687771,http://library.ucsd.edu/dc/object/bb6963768f,1
Francesco da Milano,dams:personalName,http://library.ucsd.edu/ark:/20775/bb5871839v,http://library.ucsd.edu/dc/object/bb9557648v,1
"Puccini, Giacamo",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2970787s,http://library.ucsd.edu/dc/object/bb9591718w,2
"Granados, Enrique",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4574899n,http://library.ucsd.edu/dc/object/bb9353764v,18
"Cratty, Will",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1673846p,http://library.ucsd.edu/dc/object/bb5700894r,1
"Ferneyhough, Brian",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0376905k,http://library.ucsd.edu/dc/object/bb1401479q,63
"Macchia, Salvatore",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7817246x,http://library.ucsd.edu/dc/object/bb2322750k,4
